MOMENT,LOCATION,CRIME,VICTIM_SEX,VICTIM_AGE,OCCURRENCES
AFTERNOON,BAR,CRIME_AGAINST_COMMUNITY,M,21,1
AFTERNOON,BAR,CRIME_AGAINST_COMMUNITY,M,34,1
AFTERNOON,BAR,FRAUD,M,29,1
AFTERNOON,BAR,ROBBERY,F,10,1
AFTERNOON,BAR,ROBBERY,F,14,1
AFTERNOON,BAR,ROBBERY,F,15,2
AFTERNOON,BAR,ROBBERY,F,16,1
AFTERNOON,BAR,ROBBERY,F,18,2
AFTERNOON,BAR,ROBBERY,F,19,1
AFTERNOON,BAR,ROBBERY,F,20,1
AFTERNOON,BAR,ROBBERY,F,21,2
AFTERNOON,BAR,ROBBERY,F,22,1
AFTERNOON,BAR,ROBBERY,F,23,5
AFTERNOON,BAR,ROBBERY,F,24,2
AFTERNOON,BAR,ROBBERY,F,25,1
AFTERNOON,BAR,ROBBERY,F,26,4
AFTERNOON,BAR,ROBBERY,F,28,2
AFTERNOON,BAR,ROBBERY,F,29,2
AFTERNOON,BAR,ROBBERY,F,30,2
AFTERNOON,BAR,ROBBERY,F,31,4
AFTERNOON,BAR,ROBBERY,F,32,3
AFTERNOON,BAR,ROBBERY,F,33,1
AFTERNOON,BAR,ROBBERY,F,33.73427719,5
AFTERNOON,BAR,ROBBERY,F,34,2
AFTERNOON,BAR,ROBBERY,F,35,1
AFTERNOON,BAR,ROBBERY,F,36,1
AFTERNOON,BAR,ROBBERY,F,37,1
AFTERNOON,BAR,ROBBERY,F,38,1
AFTERNOON,BAR,ROBBERY,F,43,1
AFTERNOON,BAR,ROBBERY,F,45,1
AFTERNOON,BAR,ROBBERY,F,47,2
AFTERNOON,BAR,ROBBERY,F,48,1
AFTERNOON,BAR,ROBBERY,F,49,1
AFTERNOON,BAR,ROBBERY,F,50,1
AFTERNOON,BAR,ROBBERY,F,55,1
AFTERNOON,BAR,ROBBERY,F,56,1
AFTERNOON,BAR,ROBBERY,F,61,3
AFTERNOON,BAR,ROBBERY,F,64,1
AFTERNOON,BAR,ROBBERY,F,70,1
AFTERNOON,BAR,ROBBERY,F,71,1
AFTERNOON,BAR,ROBBERY,F,77,1
AFTERNOON,BAR,ROBBERY,F,79,1
AFTERNOON,BAR,ROBBERY,F,84,1
AFTERNOON,BAR,ROBBERY,M,15,4
AFTERNOON,BAR,ROBBERY,M,18,1
AFTERNOON,BAR,ROBBERY,M,20,1
AFTERNOON,BAR,ROBBERY,M,22,3
AFTERNOON,BAR,ROBBERY,M,23,2
AFTERNOON,BAR,ROBBERY,M,24,5
AFTERNOON,BAR,ROBBERY,M,25,3
AFTERNOON,BAR,ROBBERY,M,26,1
AFTERNOON,BAR,ROBBERY,M,27,3
AFTERNOON,BAR,ROBBERY,M,28,1
AFTERNOON,BAR,ROBBERY,M,29,4
AFTERNOON,BAR,ROBBERY,M,30,4
AFTERNOON,BAR,ROBBERY,M,31,1
AFTERNOON,BAR,ROBBERY,M,32,2
AFTERNOON,BAR,ROBBERY,M,33,5
AFTERNOON,BAR,ROBBERY,M,33.73427719,10
AFTERNOON,BAR,ROBBERY,M,34,2
AFTERNOON,BAR,ROBBERY,M,35,4
AFTERNOON,BAR,ROBBERY,M,36,1
AFTERNOON,BAR,ROBBERY,M,39,1
AFTERNOON,BAR,ROBBERY,M,42,4
AFTERNOON,BAR,ROBBERY,M,45,1
AFTERNOON,BAR,ROBBERY,M,46,1
AFTERNOON,BAR,ROBBERY,M,47,1
AFTERNOON,BAR,ROBBERY,M,50,1
AFTERNOON,BAR,ROBBERY,M,51,1
AFTERNOON,BAR,ROBBERY,M,53,1
AFTERNOON,BAR,ROBBERY,M,62,2
AFTERNOON,BAR,ROBBERY,M,63,2
AFTERNOON,BAR,ROBBERY,M,66,1
AFTERNOON,BAR,SEX_CRIME,F,27,2
AFTERNOON,BAR,SEX_CRIME,F,39,1
AFTERNOON,BAR,SEX_CRIME,F,45,1
AFTERNOON,BAR,SEX_CRIME,M,65,1
AFTERNOON,BAR,VANDALISM,F,15,2
AFTERNOON,BAR,VANDALISM,F,27,1
AFTERNOON,BAR,VANDALISM,F,33.73427719,1
AFTERNOON,BAR,VANDALISM,F,50,1
AFTERNOON,BAR,VANDALISM,M,26,1
AFTERNOON,BAR,VANDALISM,M,29,1
AFTERNOON,BAR,VANDALISM,M,33,1
AFTERNOON,BAR,VANDALISM,M,33.73427719,7
AFTERNOON,BAR,VANDALISM,M,45,1
AFTERNOON,BAR,VANDALISM,M,50,1
AFTERNOON,BAR,VANDALISM,M,65,1
AFTERNOON,BAR,VIOLENCE,F,15,1
AFTERNOON,BAR,VIOLENCE,F,16,1
AFTERNOON,BAR,VIOLENCE,F,18,1
AFTERNOON,BAR,VIOLENCE,F,21,1
AFTERNOON,BAR,VIOLENCE,F,23,2
AFTERNOON,BAR,VIOLENCE,F,24,2
AFTERNOON,BAR,VIOLENCE,F,26,1
AFTERNOON,BAR,VIOLENCE,F,30,1
AFTERNOON,BAR,VIOLENCE,F,32,1
AFTERNOON,BAR,VIOLENCE,F,33,1
AFTERNOON,BAR,VIOLENCE,F,35,1
AFTERNOON,BAR,VIOLENCE,F,43,2
AFTERNOON,BAR,VIOLENCE,F,49,2
AFTERNOON,BAR,VIOLENCE,F,56,1
AFTERNOON,BAR,VIOLENCE,F,61,1
AFTERNOON,BAR,VIOLENCE,F,67,1
AFTERNOON,BAR,VIOLENCE,M,20,1
AFTERNOON,BAR,VIOLENCE,M,22,3
AFTERNOON,BAR,VIOLENCE,M,24,1
AFTERNOON,BAR,VIOLENCE,M,28,1
AFTERNOON,BAR,VIOLENCE,M,30,3
AFTERNOON,BAR,VIOLENCE,M,31,1
AFTERNOON,BAR,VIOLENCE,M,32,1
AFTERNOON,BAR,VIOLENCE,M,33.73427719,4
AFTERNOON,BAR,VIOLENCE,M,34,1
AFTERNOON,BAR,VIOLENCE,M,35,2
AFTERNOON,BAR,VIOLENCE,M,36,1
AFTERNOON,BAR,VIOLENCE,M,39,1
AFTERNOON,BAR,VIOLENCE,M,41,1
AFTERNOON,BAR,VIOLENCE,M,47,1
AFTERNOON,BAR,VIOLENCE,M,50,1
AFTERNOON,BAR,VIOLENCE,M,51,1
AFTERNOON,BAR,VIOLENCE,M,54,1
AFTERNOON,BAR,VIOLENCE,M,55,2
AFTERNOON,BAR,VIOLENCE,M,72,1
AFTERNOON,GARAGE,CRIME_AGAINST_COMMUNITY,M,47,2
AFTERNOON,GARAGE,CRIME_AGAINST_COMMUNITY,M,62,1
AFTERNOON,GARAGE,MURDER,M,28,1
AFTERNOON,GARAGE,MURDER,M,54,1
AFTERNOON,GARAGE,ROBBERY,F,15,86
AFTERNOON,GARAGE,ROBBERY,F,16,1
AFTERNOON,GARAGE,ROBBERY,F,19,3
AFTERNOON,GARAGE,ROBBERY,F,20,5
AFTERNOON,GARAGE,ROBBERY,F,21,2
AFTERNOON,GARAGE,ROBBERY,F,22,8
AFTERNOON,GARAGE,ROBBERY,F,23,11
AFTERNOON,GARAGE,ROBBERY,F,24,12
AFTERNOON,GARAGE,ROBBERY,F,25,22
AFTERNOON,GARAGE,ROBBERY,F,26,22
AFTERNOON,GARAGE,ROBBERY,F,27,18
AFTERNOON,GARAGE,ROBBERY,F,28,26
AFTERNOON,GARAGE,ROBBERY,F,29,21
AFTERNOON,GARAGE,ROBBERY,F,30,22
AFTERNOON,GARAGE,ROBBERY,F,31,20
AFTERNOON,GARAGE,ROBBERY,F,32,17
AFTERNOON,GARAGE,ROBBERY,F,33,12
AFTERNOON,GARAGE,ROBBERY,F,33.73427719,3
AFTERNOON,GARAGE,ROBBERY,F,34,15
AFTERNOON,GARAGE,ROBBERY,F,35,16
AFTERNOON,GARAGE,ROBBERY,F,36,17
AFTERNOON,GARAGE,ROBBERY,F,37,18
AFTERNOON,GARAGE,ROBBERY,F,38,12
AFTERNOON,GARAGE,ROBBERY,F,39,15
AFTERNOON,GARAGE,ROBBERY,F,40,11
AFTERNOON,GARAGE,ROBBERY,F,41,13
AFTERNOON,GARAGE,ROBBERY,F,42,5
AFTERNOON,GARAGE,ROBBERY,F,43,8
AFTERNOON,GARAGE,ROBBERY,F,44,10
AFTERNOON,GARAGE,ROBBERY,F,45,5
AFTERNOON,GARAGE,ROBBERY,F,46,6
AFTERNOON,GARAGE,ROBBERY,F,47,12
AFTERNOON,GARAGE,ROBBERY,F,48,6
AFTERNOON,GARAGE,ROBBERY,F,49,9
AFTERNOON,GARAGE,ROBBERY,F,50,7
AFTERNOON,GARAGE,ROBBERY,F,51,11
AFTERNOON,GARAGE,ROBBERY,F,52,7
AFTERNOON,GARAGE,ROBBERY,F,53,6
AFTERNOON,GARAGE,ROBBERY,F,54,5
AFTERNOON,GARAGE,ROBBERY,F,55,13
AFTERNOON,GARAGE,ROBBERY,F,56,6
AFTERNOON,GARAGE,ROBBERY,F,57,2
AFTERNOON,GARAGE,ROBBERY,F,58,11
AFTERNOON,GARAGE,ROBBERY,F,59,2
AFTERNOON,GARAGE,ROBBERY,F,60,5
AFTERNOON,GARAGE,ROBBERY,F,61,4
AFTERNOON,GARAGE,ROBBERY,F,62,6
AFTERNOON,GARAGE,ROBBERY,F,63,10
AFTERNOON,GARAGE,ROBBERY,F,64,3
AFTERNOON,GARAGE,ROBBERY,F,65,4
AFTERNOON,GARAGE,ROBBERY,F,66,2
AFTERNOON,GARAGE,ROBBERY,F,67,7
AFTERNOON,GARAGE,ROBBERY,F,68,3
AFTERNOON,GARAGE,ROBBERY,F,69,2
AFTERNOON,GARAGE,ROBBERY,F,70,3
AFTERNOON,GARAGE,ROBBERY,F,71,2
AFTERNOON,GARAGE,ROBBERY,F,72,2
AFTERNOON,GARAGE,ROBBERY,F,73,1
AFTERNOON,GARAGE,ROBBERY,F,74,1
AFTERNOON,GARAGE,ROBBERY,F,75,4
AFTERNOON,GARAGE,ROBBERY,F,76,2
AFTERNOON,GARAGE,ROBBERY,F,78,1
AFTERNOON,GARAGE,ROBBERY,F,79,2
AFTERNOON,GARAGE,ROBBERY,F,80,1
AFTERNOON,GARAGE,ROBBERY,F,82,2
AFTERNOON,GARAGE,ROBBERY,F,83,1
AFTERNOON,GARAGE,ROBBERY,F,91,1
AFTERNOON,GARAGE,ROBBERY,F,94,1
AFTERNOON,GARAGE,ROBBERY,F,99,1
AFTERNOON,GARAGE,ROBBERY,M,13,1
AFTERNOON,GARAGE,ROBBERY,M,15,100
AFTERNOON,GARAGE,ROBBERY,M,16,1
AFTERNOON,GARAGE,ROBBERY,M,17,1
AFTERNOON,GARAGE,ROBBERY,M,18,1
AFTERNOON,GARAGE,ROBBERY,M,19,6
AFTERNOON,GARAGE,ROBBERY,M,20,4
AFTERNOON,GARAGE,ROBBERY,M,21,4
AFTERNOON,GARAGE,ROBBERY,M,22,11
AFTERNOON,GARAGE,ROBBERY,M,23,9
AFTERNOON,GARAGE,ROBBERY,M,24,21
AFTERNOON,GARAGE,ROBBERY,M,25,13
AFTERNOON,GARAGE,ROBBERY,M,26,18
AFTERNOON,GARAGE,ROBBERY,M,27,19
AFTERNOON,GARAGE,ROBBERY,M,28,21
AFTERNOON,GARAGE,ROBBERY,M,29,27
AFTERNOON,GARAGE,ROBBERY,M,30,20
AFTERNOON,GARAGE,ROBBERY,M,31,20
AFTERNOON,GARAGE,ROBBERY,M,32,25
AFTERNOON,GARAGE,ROBBERY,M,33,22
AFTERNOON,GARAGE,ROBBERY,M,33.73427719,11
AFTERNOON,GARAGE,ROBBERY,M,34,24
AFTERNOON,GARAGE,ROBBERY,M,35,24
AFTERNOON,GARAGE,ROBBERY,M,36,15
AFTERNOON,GARAGE,ROBBERY,M,37,12
AFTERNOON,GARAGE,ROBBERY,M,38,16
AFTERNOON,GARAGE,ROBBERY,M,39,12
AFTERNOON,GARAGE,ROBBERY,M,40,19
AFTERNOON,GARAGE,ROBBERY,M,41,15
AFTERNOON,GARAGE,ROBBERY,M,42,14
AFTERNOON,GARAGE,ROBBERY,M,43,17
AFTERNOON,GARAGE,ROBBERY,M,44,9
AFTERNOON,GARAGE,ROBBERY,M,45,17
AFTERNOON,GARAGE,ROBBERY,M,46,10
AFTERNOON,GARAGE,ROBBERY,M,47,6
AFTERNOON,GARAGE,ROBBERY,M,48,12
AFTERNOON,GARAGE,ROBBERY,M,49,6
AFTERNOON,GARAGE,ROBBERY,M,50,10
AFTERNOON,GARAGE,ROBBERY,M,51,3
AFTERNOON,GARAGE,ROBBERY,M,52,10
AFTERNOON,GARAGE,ROBBERY,M,53,8
AFTERNOON,GARAGE,ROBBERY,M,54,5
AFTERNOON,GARAGE,ROBBERY,M,55,9
AFTERNOON,GARAGE,ROBBERY,M,56,7
AFTERNOON,GARAGE,ROBBERY,M,57,4
AFTERNOON,GARAGE,ROBBERY,M,58,5
AFTERNOON,GARAGE,ROBBERY,M,59,7
AFTERNOON,GARAGE,ROBBERY,M,60,3
AFTERNOON,GARAGE,ROBBERY,M,61,5
AFTERNOON,GARAGE,ROBBERY,M,62,7
AFTERNOON,GARAGE,ROBBERY,M,63,6
AFTERNOON,GARAGE,ROBBERY,M,64,1
AFTERNOON,GARAGE,ROBBERY,M,65,6
AFTERNOON,GARAGE,ROBBERY,M,66,6
AFTERNOON,GARAGE,ROBBERY,M,67,5
AFTERNOON,GARAGE,ROBBERY,M,68,4
AFTERNOON,GARAGE,ROBBERY,M,69,3
AFTERNOON,GARAGE,ROBBERY,M,70,2
AFTERNOON,GARAGE,ROBBERY,M,71,1
AFTERNOON,GARAGE,ROBBERY,M,72,5
AFTERNOON,GARAGE,ROBBERY,M,73,2
AFTERNOON,GARAGE,ROBBERY,M,74,4
AFTERNOON,GARAGE,ROBBERY,M,75,3
AFTERNOON,GARAGE,ROBBERY,M,76,5
AFTERNOON,GARAGE,ROBBERY,M,78,4
AFTERNOON,GARAGE,ROBBERY,M,79,2
AFTERNOON,GARAGE,ROBBERY,M,80,2
AFTERNOON,GARAGE,ROBBERY,M,81,1
AFTERNOON,GARAGE,ROBBERY,M,82,2
AFTERNOON,GARAGE,ROBBERY,M,83,2
AFTERNOON,GARAGE,ROBBERY,M,85,1
AFTERNOON,GARAGE,ROBBERY,M,86,1
AFTERNOON,GARAGE,ROBBERY,M,88,1
AFTERNOON,GARAGE,ROBBERY,M,90,1
AFTERNOON,GARAGE,ROBBERY,M,91,1
AFTERNOON,GARAGE,ROBBERY,M,94,1
AFTERNOON,GARAGE,SEX_CRIME,F,16,1
AFTERNOON,GARAGE,SEX_CRIME,F,17,1
AFTERNOON,GARAGE,SEX_CRIME,F,22,1
AFTERNOON,GARAGE,SEX_CRIME,F,39,1
AFTERNOON,GARAGE,SEX_CRIME,F,50,1
AFTERNOON,GARAGE,VANDALISM,F,21,1
AFTERNOON,GARAGE,VANDALISM,F,23,2
AFTERNOON,GARAGE,VANDALISM,F,25,3
AFTERNOON,GARAGE,VANDALISM,F,29,1
AFTERNOON,GARAGE,VANDALISM,F,30,1
AFTERNOON,GARAGE,VANDALISM,F,31,3
AFTERNOON,GARAGE,VANDALISM,F,32,6
AFTERNOON,GARAGE,VANDALISM,F,33,1
AFTERNOON,GARAGE,VANDALISM,F,34,3
AFTERNOON,GARAGE,VANDALISM,F,35,5
AFTERNOON,GARAGE,VANDALISM,F,37,3
AFTERNOON,GARAGE,VANDALISM,F,40,2
AFTERNOON,GARAGE,VANDALISM,F,41,1
AFTERNOON,GARAGE,VANDALISM,F,42,1
AFTERNOON,GARAGE,VANDALISM,F,44,1
AFTERNOON,GARAGE,VANDALISM,F,45,1
AFTERNOON,GARAGE,VANDALISM,F,47,1
AFTERNOON,GARAGE,VANDALISM,F,51,2
AFTERNOON,GARAGE,VANDALISM,F,52,2
AFTERNOON,GARAGE,VANDALISM,F,53,1
AFTERNOON,GARAGE,VANDALISM,F,54,1
AFTERNOON,GARAGE,VANDALISM,F,55,1
AFTERNOON,GARAGE,VANDALISM,F,58,1
AFTERNOON,GARAGE,VANDALISM,F,59,1
AFTERNOON,GARAGE,VANDALISM,F,60,1
AFTERNOON,GARAGE,VANDALISM,F,61,2
AFTERNOON,GARAGE,VANDALISM,F,62,1
AFTERNOON,GARAGE,VANDALISM,F,63,1
AFTERNOON,GARAGE,VANDALISM,F,66,1
AFTERNOON,GARAGE,VANDALISM,F,73,1
AFTERNOON,GARAGE,VANDALISM,F,83,1
AFTERNOON,GARAGE,VANDALISM,F,92,1
AFTERNOON,GARAGE,VANDALISM,F,94,1
AFTERNOON,GARAGE,VANDALISM,M,15,1
AFTERNOON,GARAGE,VANDALISM,M,24,1
AFTERNOON,GARAGE,VANDALISM,M,25,2
AFTERNOON,GARAGE,VANDALISM,M,26,1
AFTERNOON,GARAGE,VANDALISM,M,27,3
AFTERNOON,GARAGE,VANDALISM,M,28,2
AFTERNOON,GARAGE,VANDALISM,M,29,2
AFTERNOON,GARAGE,VANDALISM,M,31,1
AFTERNOON,GARAGE,VANDALISM,M,33,2
AFTERNOON,GARAGE,VANDALISM,M,33.73427719,1
AFTERNOON,GARAGE,VANDALISM,M,36,2
AFTERNOON,GARAGE,VANDALISM,M,37,3
AFTERNOON,GARAGE,VANDALISM,M,38,1
AFTERNOON,GARAGE,VANDALISM,M,39,2
AFTERNOON,GARAGE,VANDALISM,M,40,1
AFTERNOON,GARAGE,VANDALISM,M,41,1
AFTERNOON,GARAGE,VANDALISM,M,47,3
AFTERNOON,GARAGE,VANDALISM,M,50,1
AFTERNOON,GARAGE,VANDALISM,M,53,2
AFTERNOON,GARAGE,VANDALISM,M,54,1
AFTERNOON,GARAGE,VANDALISM,M,56,1
AFTERNOON,GARAGE,VANDALISM,M,58,1
AFTERNOON,GARAGE,VANDALISM,M,59,1
AFTERNOON,GARAGE,VANDALISM,M,60,1
AFTERNOON,GARAGE,VANDALISM,M,62,1
AFTERNOON,GARAGE,VANDALISM,M,63,1
AFTERNOON,GARAGE,VANDALISM,M,65,1
AFTERNOON,GARAGE,VANDALISM,M,69,1
AFTERNOON,GARAGE,VANDALISM,M,71,1
AFTERNOON,GARAGE,VANDALISM,M,73,1
AFTERNOON,GARAGE,VANDALISM,M,74,1
AFTERNOON,GARAGE,VANDALISM,M,85,1
AFTERNOON,GARAGE,VANDALISM,M,92,1
AFTERNOON,GARAGE,VIOLENCE,F,16,1
AFTERNOON,GARAGE,VIOLENCE,F,21,1
AFTERNOON,GARAGE,VIOLENCE,F,22,1
AFTERNOON,GARAGE,VIOLENCE,F,24,1
AFTERNOON,GARAGE,VIOLENCE,F,25,1
AFTERNOON,GARAGE,VIOLENCE,F,26,3
AFTERNOON,GARAGE,VIOLENCE,F,27,1
AFTERNOON,GARAGE,VIOLENCE,F,31,2
AFTERNOON,GARAGE,VIOLENCE,F,32,1
AFTERNOON,GARAGE,VIOLENCE,F,33,1
AFTERNOON,GARAGE,VIOLENCE,F,35,1
AFTERNOON,GARAGE,VIOLENCE,F,36,1
AFTERNOON,GARAGE,VIOLENCE,F,41,1
AFTERNOON,GARAGE,VIOLENCE,F,44,2
AFTERNOON,GARAGE,VIOLENCE,F,45,1
AFTERNOON,GARAGE,VIOLENCE,F,48,1
AFTERNOON,GARAGE,VIOLENCE,F,50,1
AFTERNOON,GARAGE,VIOLENCE,F,54,1
AFTERNOON,GARAGE,VIOLENCE,F,56,1
AFTERNOON,GARAGE,VIOLENCE,F,59,1
AFTERNOON,GARAGE,VIOLENCE,F,60,1
AFTERNOON,GARAGE,VIOLENCE,F,61,1
AFTERNOON,GARAGE,VIOLENCE,F,78,1
AFTERNOON,GARAGE,VIOLENCE,M,18,1
AFTERNOON,GARAGE,VIOLENCE,M,19,2
AFTERNOON,GARAGE,VIOLENCE,M,20,1
AFTERNOON,GARAGE,VIOLENCE,M,22,1
AFTERNOON,GARAGE,VIOLENCE,M,23,3
AFTERNOON,GARAGE,VIOLENCE,M,24,1
AFTERNOON,GARAGE,VIOLENCE,M,28,1
AFTERNOON,GARAGE,VIOLENCE,M,29,2
AFTERNOON,GARAGE,VIOLENCE,M,35,1
AFTERNOON,GARAGE,VIOLENCE,M,36,1
AFTERNOON,GARAGE,VIOLENCE,M,39,1
AFTERNOON,GARAGE,VIOLENCE,M,40,2
AFTERNOON,GARAGE,VIOLENCE,M,42,1
AFTERNOON,GARAGE,VIOLENCE,M,44,1
AFTERNOON,GARAGE,VIOLENCE,M,46,1
AFTERNOON,GARAGE,VIOLENCE,M,48,3
AFTERNOON,GARAGE,VIOLENCE,M,49,2
AFTERNOON,GARAGE,VIOLENCE,M,50,1
AFTERNOON,GARAGE,VIOLENCE,M,51,1
AFTERNOON,GARAGE,VIOLENCE,M,52,2
AFTERNOON,GARAGE,VIOLENCE,M,55,1
AFTERNOON,GARAGE,VIOLENCE,M,56,1
AFTERNOON,GARAGE,VIOLENCE,M,58,2
AFTERNOON,GARAGE,VIOLENCE,M,63,1
AFTERNOON,GARAGE,VIOLENCE,M,65,1
AFTERNOON,GARAGE,VIOLENCE,M,67,1
AFTERNOON,GARAGE,VIOLENCE,M,70,1
AFTERNOON,HEALTH_BUILDING,CRIME_AGAINST_COMMUNITY,F,25,1
AFTERNOON,HEALTH_BUILDING,CRIME_AGAINST_COMMUNITY,F,27,1
AFTERNOON,HEALTH_BUILDING,CRIME_AGAINST_COMMUNITY,F,32,1
AFTERNOON,HEALTH_BUILDING,CRIME_AGAINST_COMMUNITY,F,36,1
AFTERNOON,HEALTH_BUILDING,CRIME_AGAINST_COMMUNITY,F,58,1
AFTERNOON,HEALTH_BUILDING,CRIME_AGAINST_COMMUNITY,F,75,1
AFTERNOON,HEALTH_BUILDING,CRIME_AGAINST_COMMUNITY,M,19,1
AFTERNOON,HEALTH_BUILDING,CRIME_AGAINST_COMMUNITY,M,23,1
AFTERNOON,HEALTH_BUILDING,CRIME_AGAINST_COMMUNITY,M,40,1
AFTERNOON,HEALTH_BUILDING,CRIME_AGAINST_COMMUNITY,M,61,1
AFTERNOON,HEALTH_BUILDING,FRAUD,M,33.73427719,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,15,4
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,19,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,24,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,25,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,26,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,27,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,29,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,30,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,31,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,32,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,33,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,33.73427719,9
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,34,3
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,35,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,36,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,37,5
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,38,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,39,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,40,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,42,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,43,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,44,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,45,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,46,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,50,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,53,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,54,3
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,55,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,56,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,57,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,58,5
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,59,3
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,61,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,63,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,64,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,66,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,67,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,69,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,70,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,71,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,72,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,73,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,74,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,78,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,81,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,84,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,87,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,89,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,92,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,F,95,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,15,9
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,17,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,18,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,20,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,21,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,23,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,24,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,25,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,26,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,27,5
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,29,3
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,30,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,32,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,33,3
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,33.73427719,25
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,34,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,35,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,36,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,37,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,38,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,40,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,41,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,43,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,44,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,45,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,46,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,47,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,49,3
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,50,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,51,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,52,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,54,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,55,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,57,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,62,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,67,2
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,69,1
AFTERNOON,HEALTH_BUILDING,ROBBERY,M,70,1
