MOMENT,LOCATION,CRIME,VICTIM_SEX,VICTIM_AGE,OCCURRENCES
AFTERNOON,STORE,VANDALISM,M,70,3
AFTERNOON,STORE,VANDALISM,M,74,3
AFTERNOON,STORE,VANDALISM,M,77,1
AFTERNOON,STORE,VANDALISM,M,79,3
AFTERNOON,STORE,VIOLENCE,F,10,1
AFTERNOON,STORE,VIOLENCE,F,11,1
AFTERNOON,STORE,VIOLENCE,F,12,2
AFTERNOON,STORE,VIOLENCE,F,13,3
AFTERNOON,STORE,VIOLENCE,F,14,3
AFTERNOON,STORE,VIOLENCE,F,15,4
AFTERNOON,STORE,VIOLENCE,F,16,2
AFTERNOON,STORE,VIOLENCE,F,17,5
AFTERNOON,STORE,VIOLENCE,F,18,9
AFTERNOON,STORE,VIOLENCE,F,19,9
AFTERNOON,STORE,VIOLENCE,F,20,15
AFTERNOON,STORE,VIOLENCE,F,21,17
AFTERNOON,STORE,VIOLENCE,F,22,23
AFTERNOON,STORE,VIOLENCE,F,23,22
AFTERNOON,STORE,VIOLENCE,F,24,17
AFTERNOON,STORE,VIOLENCE,F,25,22
AFTERNOON,STORE,VIOLENCE,F,26,17
AFTERNOON,STORE,VIOLENCE,F,27,18
AFTERNOON,STORE,VIOLENCE,F,28,19
AFTERNOON,STORE,VIOLENCE,F,29,16
AFTERNOON,STORE,VIOLENCE,F,30,14
AFTERNOON,STORE,VIOLENCE,F,31,19
AFTERNOON,STORE,VIOLENCE,F,32,15
AFTERNOON,STORE,VIOLENCE,F,33,14
AFTERNOON,STORE,VIOLENCE,F,33.73427719,16
AFTERNOON,STORE,VIOLENCE,F,34,10
AFTERNOON,STORE,VIOLENCE,F,35,15
AFTERNOON,STORE,VIOLENCE,F,36,4
AFTERNOON,STORE,VIOLENCE,F,37,12
AFTERNOON,STORE,VIOLENCE,F,38,10
AFTERNOON,STORE,VIOLENCE,F,39,11
AFTERNOON,STORE,VIOLENCE,F,40,11
AFTERNOON,STORE,VIOLENCE,F,41,7
AFTERNOON,STORE,VIOLENCE,F,42,8
AFTERNOON,STORE,VIOLENCE,F,43,14
AFTERNOON,STORE,VIOLENCE,F,44,10
AFTERNOON,STORE,VIOLENCE,F,45,11
AFTERNOON,STORE,VIOLENCE,F,46,10
AFTERNOON,STORE,VIOLENCE,F,47,16
AFTERNOON,STORE,VIOLENCE,F,48,12
AFTERNOON,STORE,VIOLENCE,F,49,17
AFTERNOON,STORE,VIOLENCE,F,50,9
AFTERNOON,STORE,VIOLENCE,F,51,7
AFTERNOON,STORE,VIOLENCE,F,52,9
AFTERNOON,STORE,VIOLENCE,F,53,9
AFTERNOON,STORE,VIOLENCE,F,54,11
AFTERNOON,STORE,VIOLENCE,F,55,11
AFTERNOON,STORE,VIOLENCE,F,56,13
AFTERNOON,STORE,VIOLENCE,F,57,9
AFTERNOON,STORE,VIOLENCE,F,58,9
AFTERNOON,STORE,VIOLENCE,F,59,7
AFTERNOON,STORE,VIOLENCE,F,60,7
AFTERNOON,STORE,VIOLENCE,F,61,4
AFTERNOON,STORE,VIOLENCE,F,62,8
AFTERNOON,STORE,VIOLENCE,F,63,2
AFTERNOON,STORE,VIOLENCE,F,64,3
AFTERNOON,STORE,VIOLENCE,F,65,2
AFTERNOON,STORE,VIOLENCE,F,66,3
AFTERNOON,STORE,VIOLENCE,F,67,2
AFTERNOON,STORE,VIOLENCE,F,68,3
AFTERNOON,STORE,VIOLENCE,F,69,2
AFTERNOON,STORE,VIOLENCE,F,70,1
AFTERNOON,STORE,VIOLENCE,F,72,1
AFTERNOON,STORE,VIOLENCE,F,74,1
AFTERNOON,STORE,VIOLENCE,F,75,1
AFTERNOON,STORE,VIOLENCE,F,76,1
AFTERNOON,STORE,VIOLENCE,F,77,1
AFTERNOON,STORE,VIOLENCE,F,78,2
AFTERNOON,STORE,VIOLENCE,F,83,1
AFTERNOON,STORE,VIOLENCE,M,10,1
AFTERNOON,STORE,VIOLENCE,M,12,1
AFTERNOON,STORE,VIOLENCE,M,13,1
AFTERNOON,STORE,VIOLENCE,M,15,13
AFTERNOON,STORE,VIOLENCE,M,16,2
AFTERNOON,STORE,VIOLENCE,M,17,8
AFTERNOON,STORE,VIOLENCE,M,18,7
AFTERNOON,STORE,VIOLENCE,M,19,10
AFTERNOON,STORE,VIOLENCE,M,20,16
AFTERNOON,STORE,VIOLENCE,M,21,17
AFTERNOON,STORE,VIOLENCE,M,22,14
AFTERNOON,STORE,VIOLENCE,M,23,28
AFTERNOON,STORE,VIOLENCE,M,24,26
AFTERNOON,STORE,VIOLENCE,M,25,27
AFTERNOON,STORE,VIOLENCE,M,26,29
AFTERNOON,STORE,VIOLENCE,M,27,28
AFTERNOON,STORE,VIOLENCE,M,28,19
AFTERNOON,STORE,VIOLENCE,M,29,21
AFTERNOON,STORE,VIOLENCE,M,30,19
AFTERNOON,STORE,VIOLENCE,M,31,23
AFTERNOON,STORE,VIOLENCE,M,32,16
AFTERNOON,STORE,VIOLENCE,M,33,29
AFTERNOON,STORE,VIOLENCE,M,33.73427719,47
AFTERNOON,STORE,VIOLENCE,M,34,17
AFTERNOON,STORE,VIOLENCE,M,35,18
AFTERNOON,STORE,VIOLENCE,M,36,16
AFTERNOON,STORE,VIOLENCE,M,37,17
AFTERNOON,STORE,VIOLENCE,M,38,19
AFTERNOON,STORE,VIOLENCE,M,39,19
AFTERNOON,STORE,VIOLENCE,M,40,17
AFTERNOON,STORE,VIOLENCE,M,41,17
AFTERNOON,STORE,VIOLENCE,M,42,18
AFTERNOON,STORE,VIOLENCE,M,43,21
AFTERNOON,STORE,VIOLENCE,M,44,17
AFTERNOON,STORE,VIOLENCE,M,45,18
AFTERNOON,STORE,VIOLENCE,M,46,14
AFTERNOON,STORE,VIOLENCE,M,47,14
AFTERNOON,STORE,VIOLENCE,M,48,19
AFTERNOON,STORE,VIOLENCE,M,49,16
AFTERNOON,STORE,VIOLENCE,M,50,18
AFTERNOON,STORE,VIOLENCE,M,51,23
AFTERNOON,STORE,VIOLENCE,M,52,22
AFTERNOON,STORE,VIOLENCE,M,53,16
AFTERNOON,STORE,VIOLENCE,M,54,22
AFTERNOON,STORE,VIOLENCE,M,55,18
AFTERNOON,STORE,VIOLENCE,M,56,17
AFTERNOON,STORE,VIOLENCE,M,57,18
AFTERNOON,STORE,VIOLENCE,M,58,16
AFTERNOON,STORE,VIOLENCE,M,59,12
AFTERNOON,STORE,VIOLENCE,M,60,10
AFTERNOON,STORE,VIOLENCE,M,61,9
AFTERNOON,STORE,VIOLENCE,M,62,13
AFTERNOON,STORE,VIOLENCE,M,63,7
AFTERNOON,STORE,VIOLENCE,M,64,6
AFTERNOON,STORE,VIOLENCE,M,65,6
AFTERNOON,STORE,VIOLENCE,M,66,5
AFTERNOON,STORE,VIOLENCE,M,67,10
AFTERNOON,STORE,VIOLENCE,M,68,6
AFTERNOON,STORE,VIOLENCE,M,69,3
AFTERNOON,STORE,VIOLENCE,M,70,6
AFTERNOON,STORE,VIOLENCE,M,71,3
AFTERNOON,STORE,VIOLENCE,M,72,2
AFTERNOON,STORE,VIOLENCE,M,73,2
AFTERNOON,STORE,VIOLENCE,M,74,3
AFTERNOON,STORE,VIOLENCE,M,75,1
AFTERNOON,STORE,VIOLENCE,M,76,3
AFTERNOON,STORE,VIOLENCE,M,79,1
AFTERNOON,STORE,VIOLENCE,M,81,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,11,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,12,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,13,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,14,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,15,15
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,16,5
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,17,8
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,18,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,19,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,20,5
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,21,5
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,22,11
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,23,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,24,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,25,6
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,26,11
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,27,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,28,7
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,29,6
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,30,11
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,31,5
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,32,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,33,7
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,33.73427719,12
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,34,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,35,5
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,36,6
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,37,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,38,7
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,39,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,40,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,41,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,42,5
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,43,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,44,11
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,45,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,46,6
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,47,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,48,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,49,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,50,6
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,51,9
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,52,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,53,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,54,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,55,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,56,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,58,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,59,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,60,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,61,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,63,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,64,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,65,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,66,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,68,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,74,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,75,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,79,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,F,82,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,15,38
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,16,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,17,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,18,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,19,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,20,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,21,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,22,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,24,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,25,5
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,26,5
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,27,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,28,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,29,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,30,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,31,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,32,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,33,8
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,33.73427719,44
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,34,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,35,5
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,36,7
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,37,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,38,5
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,39,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,40,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,41,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,42,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,43,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,44,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,45,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,46,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,47,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,48,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,49,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,50,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,51,5
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,52,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,53,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,54,4
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,55,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,56,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,57,2
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,60,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,61,3
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,62,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,66,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,67,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,69,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,71,1
AFTERNOON,STREET,CRIME_AGAINST_COMMUNITY,M,80,2
AFTERNOON,STREET,FRAUD,F,14,1
AFTERNOON,STREET,FRAUD,F,18,1
AFTERNOON,STREET,FRAUD,F,22,1
AFTERNOON,STREET,FRAUD,F,23,1
AFTERNOON,STREET,FRAUD,F,30,1
AFTERNOON,STREET,FRAUD,F,44,1
AFTERNOON,STREET,FRAUD,M,15,1
AFTERNOON,STREET,FRAUD,M,29,1
AFTERNOON,STREET,FRAUD,M,32,1
AFTERNOON,STREET,FRAUD,M,33.73427719,2
AFTERNOON,STREET,FRAUD,M,40,1
AFTERNOON,STREET,FRAUD,M,57,1
AFTERNOON,STREET,FRAUD,M,61,1
AFTERNOON,STREET,MURDER,F,19,2
AFTERNOON,STREET,MURDER,F,24,1
AFTERNOON,STREET,MURDER,F,25,1
AFTERNOON,STREET,MURDER,F,32,1
AFTERNOON,STREET,MURDER,F,33.73427719,1
AFTERNOON,STREET,MURDER,F,45,1
AFTERNOON,STREET,MURDER,M,16,1
AFTERNOON,STREET,MURDER,M,18,1
AFTERNOON,STREET,MURDER,M,20,1
AFTERNOON,STREET,MURDER,M,21,4
AFTERNOON,STREET,MURDER,M,22,2
AFTERNOON,STREET,MURDER,M,23,5
AFTERNOON,STREET,MURDER,M,24,5
AFTERNOON,STREET,MURDER,M,25,2
AFTERNOON,STREET,MURDER,M,26,3
AFTERNOON,STREET,MURDER,M,27,1
AFTERNOON,STREET,MURDER,M,28,2
AFTERNOON,STREET,MURDER,M,30,2
AFTERNOON,STREET,MURDER,M,31,1
AFTERNOON,STREET,MURDER,M,37,3
AFTERNOON,STREET,MURDER,M,40,1
AFTERNOON,STREET,MURDER,M,42,1
AFTERNOON,STREET,MURDER,M,43,1
AFTERNOON,STREET,MURDER,M,46,1
AFTERNOON,STREET,MURDER,M,47,1
AFTERNOON,STREET,MURDER,M,50,1
AFTERNOON,STREET,MURDER,M,51,1
AFTERNOON,STREET,MURDER,M,53,1
AFTERNOON,STREET,MURDER,M,56,1
AFTERNOON,STREET,MURDER,M,57,1
AFTERNOON,STREET,MURDER,M,59,2
AFTERNOON,STREET,MURDER,M,63,1
AFTERNOON,STREET,MURDER,M,65,2
AFTERNOON,STREET,ROBBERY,F,10,3
AFTERNOON,STREET,ROBBERY,F,11,2
AFTERNOON,STREET,ROBBERY,F,12,6
AFTERNOON,STREET,ROBBERY,F,13,17
AFTERNOON,STREET,ROBBERY,F,14,21
AFTERNOON,STREET,ROBBERY,F,15,2872
AFTERNOON,STREET,ROBBERY,F,16,58
AFTERNOON,STREET,ROBBERY,F,17,41
AFTERNOON,STREET,ROBBERY,F,18,67
AFTERNOON,STREET,ROBBERY,F,19,76
AFTERNOON,STREET,ROBBERY,F,20,77
AFTERNOON,STREET,ROBBERY,F,21,102
AFTERNOON,STREET,ROBBERY,F,22,98
AFTERNOON,STREET,ROBBERY,F,23,125
AFTERNOON,STREET,ROBBERY,F,24,125
AFTERNOON,STREET,ROBBERY,F,25,117
AFTERNOON,STREET,ROBBERY,F,26,118
AFTERNOON,STREET,ROBBERY,F,27,117
AFTERNOON,STREET,ROBBERY,F,28,125
AFTERNOON,STREET,ROBBERY,F,29,109
AFTERNOON,STREET,ROBBERY,F,30,116
AFTERNOON,STREET,ROBBERY,F,31,112
AFTERNOON,STREET,ROBBERY,F,32,116
AFTERNOON,STREET,ROBBERY,F,33,101
AFTERNOON,STREET,ROBBERY,F,33.73427719,81
AFTERNOON,STREET,ROBBERY,F,34,120
AFTERNOON,STREET,ROBBERY,F,35,133
AFTERNOON,STREET,ROBBERY,F,36,80
AFTERNOON,STREET,ROBBERY,F,37,109
AFTERNOON,STREET,ROBBERY,F,38,104
AFTERNOON,STREET,ROBBERY,F,39,101
AFTERNOON,STREET,ROBBERY,F,40,77
AFTERNOON,STREET,ROBBERY,F,41,112
AFTERNOON,STREET,ROBBERY,F,42,84
AFTERNOON,STREET,ROBBERY,F,43,78
AFTERNOON,STREET,ROBBERY,F,44,83
AFTERNOON,STREET,ROBBERY,F,45,91
AFTERNOON,STREET,ROBBERY,F,46,76
AFTERNOON,STREET,ROBBERY,F,47,92
AFTERNOON,STREET,ROBBERY,F,48,83
AFTERNOON,STREET,ROBBERY,F,49,77
AFTERNOON,STREET,ROBBERY,F,50,82
AFTERNOON,STREET,ROBBERY,F,51,74
AFTERNOON,STREET,ROBBERY,F,52,65
AFTERNOON,STREET,ROBBERY,F,53,53
AFTERNOON,STREET,ROBBERY,F,54,63
AFTERNOON,STREET,ROBBERY,F,55,77
AFTERNOON,STREET,ROBBERY,F,56,67
AFTERNOON,STREET,ROBBERY,F,57,39
AFTERNOON,STREET,ROBBERY,F,58,59
AFTERNOON,STREET,ROBBERY,F,59,51
AFTERNOON,STREET,ROBBERY,F,60,55
AFTERNOON,STREET,ROBBERY,F,61,37
AFTERNOON,STREET,ROBBERY,F,62,46
AFTERNOON,STREET,ROBBERY,F,63,32
AFTERNOON,STREET,ROBBERY,F,64,34
AFTERNOON,STREET,ROBBERY,F,65,30
AFTERNOON,STREET,ROBBERY,F,66,28
AFTERNOON,STREET,ROBBERY,F,67,29
AFTERNOON,STREET,ROBBERY,F,68,23
AFTERNOON,STREET,ROBBERY,F,69,21
AFTERNOON,STREET,ROBBERY,F,70,26
AFTERNOON,STREET,ROBBERY,F,71,17
AFTERNOON,STREET,ROBBERY,F,72,16
AFTERNOON,STREET,ROBBERY,F,73,11
AFTERNOON,STREET,ROBBERY,F,74,12
AFTERNOON,STREET,ROBBERY,F,75,16
AFTERNOON,STREET,ROBBERY,F,76,10
AFTERNOON,STREET,ROBBERY,F,77,8
AFTERNOON,STREET,ROBBERY,F,78,7
AFTERNOON,STREET,ROBBERY,F,79,9
AFTERNOON,STREET,ROBBERY,F,80,6
AFTERNOON,STREET,ROBBERY,F,81,3
AFTERNOON,STREET,ROBBERY,F,82,3
AFTERNOON,STREET,ROBBERY,F,83,4
AFTERNOON,STREET,ROBBERY,F,85,2
AFTERNOON,STREET,ROBBERY,F,86,2
AFTERNOON,STREET,ROBBERY,F,87,2
AFTERNOON,STREET,ROBBERY,F,89,2
AFTERNOON,STREET,ROBBERY,F,90,2
AFTERNOON,STREET,ROBBERY,F,92,1
AFTERNOON,STREET,ROBBERY,F,93,1
AFTERNOON,STREET,ROBBERY,F,95,1
AFTERNOON,STREET,ROBBERY,F,96,1
AFTERNOON,STREET,ROBBERY,M,10,1
AFTERNOON,STREET,ROBBERY,M,11,9
AFTERNOON,STREET,ROBBERY,M,12,22
AFTERNOON,STREET,ROBBERY,M,13,37
AFTERNOON,STREET,ROBBERY,M,14,71
AFTERNOON,STREET,ROBBERY,M,15,3413
AFTERNOON,STREET,ROBBERY,M,16,76
AFTERNOON,STREET,ROBBERY,M,17,67
AFTERNOON,STREET,ROBBERY,M,18,95
AFTERNOON,STREET,ROBBERY,M,19,99
AFTERNOON,STREET,ROBBERY,M,20,98
AFTERNOON,STREET,ROBBERY,M,21,105
AFTERNOON,STREET,ROBBERY,M,22,110
AFTERNOON,STREET,ROBBERY,M,23,130
AFTERNOON,STREET,ROBBERY,M,25,141
AFTERNOON,STREET,ROBBERY,M,26,147
AFTERNOON,STREET,ROBBERY,M,27,151
AFTERNOON,STREET,ROBBERY,M,28,147
AFTERNOON,STREET,ROBBERY,M,29,118
AFTERNOON,STREET,ROBBERY,M,30,151
AFTERNOON,STREET,ROBBERY,M,31,148
AFTERNOON,STREET,ROBBERY,M,32,145
AFTERNOON,STREET,ROBBERY,M,33,152
AFTERNOON,STREET,ROBBERY,M,33.73427719,258
AFTERNOON,STREET,ROBBERY,M,34,143
AFTERNOON,STREET,ROBBERY,M,35,140
AFTERNOON,STREET,ROBBERY,M,36,132
AFTERNOON,STREET,ROBBERY,M,37,130
AFTERNOON,STREET,ROBBERY,M,38,139
AFTERNOON,STREET,ROBBERY,M,39,100
AFTERNOON,STREET,ROBBERY,M,40,105
AFTERNOON,STREET,ROBBERY,M,41,127
AFTERNOON,STREET,ROBBERY,M,42,113
AFTERNOON,STREET,ROBBERY,M,43,113
AFTERNOON,STREET,ROBBERY,M,44,115
AFTERNOON,STREET,ROBBERY,M,45,111
AFTERNOON,STREET,ROBBERY,M,46,123
AFTERNOON,STREET,ROBBERY,M,47,113
AFTERNOON,STREET,ROBBERY,M,48,104
AFTERNOON,STREET,ROBBERY,M,49,120
AFTERNOON,STREET,ROBBERY,M,50,115
AFTERNOON,STREET,ROBBERY,M,51,109
AFTERNOON,STREET,ROBBERY,M,52,104
AFTERNOON,STREET,ROBBERY,M,53,102
AFTERNOON,STREET,ROBBERY,M,54,92
AFTERNOON,STREET,ROBBERY,M,55,70
AFTERNOON,STREET,ROBBERY,M,56,85
AFTERNOON,STREET,ROBBERY,M,57,71
AFTERNOON,STREET,ROBBERY,M,58,81
AFTERNOON,STREET,ROBBERY,M,59,77
AFTERNOON,STREET,ROBBERY,M,60,65
AFTERNOON,STREET,ROBBERY,M,61,61
AFTERNOON,STREET,ROBBERY,M,62,65
AFTERNOON,STREET,ROBBERY,M,63,56
AFTERNOON,STREET,ROBBERY,M,64,44
AFTERNOON,STREET,ROBBERY,M,65,48
AFTERNOON,STREET,ROBBERY,M,66,45
AFTERNOON,STREET,ROBBERY,M,67,46
AFTERNOON,STREET,ROBBERY,M,68,31
AFTERNOON,STREET,ROBBERY,M,69,25
AFTERNOON,STREET,ROBBERY,M,70,27
AFTERNOON,STREET,ROBBERY,M,71,22
AFTERNOON,STREET,ROBBERY,M,72,16
AFTERNOON,STREET,ROBBERY,M,73,20
AFTERNOON,STREET,ROBBERY,M,74,16
AFTERNOON,STREET,ROBBERY,M,75,8
AFTERNOON,STREET,ROBBERY,M,76,12
AFTERNOON,STREET,ROBBERY,M,77,6
AFTERNOON,STREET,ROBBERY,M,78,9
AFTERNOON,STREET,ROBBERY,M,79,7
AFTERNOON,STREET,ROBBERY,M,80,5
AFTERNOON,STREET,ROBBERY,M,81,3
AFTERNOON,STREET,ROBBERY,M,82,3
AFTERNOON,STREET,ROBBERY,M,83,2
AFTERNOON,STREET,ROBBERY,M,84,3
AFTERNOON,STREET,ROBBERY,M,85,5
AFTERNOON,STREET,ROBBERY,M,86,4
AFTERNOON,STREET,ROBBERY,M,87,4
AFTERNOON,STREET,ROBBERY,M,88,5
AFTERNOON,STREET,ROBBERY,M,89,1
AFTERNOON,STREET,ROBBERY,M,90,2
AFTERNOON,STREET,ROBBERY,M,91,2
AFTERNOON,STREET,ROBBERY,M,92,1
AFTERNOON,STREET,ROBBERY,M,98,1
AFTERNOON,STREET,ROBBERY,M,99,4
AFTERNOON,STREET,SEX_CRIME,F,10,2
AFTERNOON,STREET,SEX_CRIME,F,11,14
AFTERNOON,STREET,SEX_CRIME,F,12,20
AFTERNOON,STREET,SEX_CRIME,F,13,20
AFTERNOON,STREET,SEX_CRIME,F,14,38
AFTERNOON,STREET,SEX_CRIME,F,15,44
AFTERNOON,STREET,SEX_CRIME,F,16,17
AFTERNOON,STREET,SEX_CRIME,F,17,22
AFTERNOON,STREET,SEX_CRIME,F,18,14
AFTERNOON,STREET,SEX_CRIME,F,19,8
AFTERNOON,STREET,SEX_CRIME,F,20,15
AFTERNOON,STREET,SEX_CRIME,F,21,11
AFTERNOON,STREET,SEX_CRIME,F,22,6
AFTERNOON,STREET,SEX_CRIME,F,23,6
AFTERNOON,STREET,SEX_CRIME,F,24,10
AFTERNOON,STREET,SEX_CRIME,F,25,7
AFTERNOON,STREET,SEX_CRIME,F,26,13
AFTERNOON,STREET,SEX_CRIME,F,27,11
AFTERNOON,STREET,SEX_CRIME,F,28,6
AFTERNOON,STREET,SEX_CRIME,F,29,6
AFTERNOON,STREET,SEX_CRIME,F,30,8
AFTERNOON,STREET,SEX_CRIME,F,31,5
AFTERNOON,STREET,SEX_CRIME,F,32,6
AFTERNOON,STREET,SEX_CRIME,F,33,6
AFTERNOON,STREET,SEX_CRIME,F,33.73427719,14
AFTERNOON,STREET,SEX_CRIME,F,34,7
AFTERNOON,STREET,SEX_CRIME,F,35,12
AFTERNOON,STREET,SEX_CRIME,F,36,7
AFTERNOON,STREET,SEX_CRIME,F,37,2
AFTERNOON,STREET,SEX_CRIME,F,38,4
AFTERNOON,STREET,SEX_CRIME,F,39,7
